-183.247, 64.532, 2.995,  7.606
-183.245, 64.432, 3.005,  7.639
-183.243, 64.332, 3.015,  7.672
-183.240, 64.231, 3.024,  7.705
-183.238, 64.130, 3.034,  7.738
-183.235, 64.029, 3.045,  7.771
-183.233, 63.927, 3.055,  7.804
-183.231, 63.825, 3.065,  7.837
-183.228, 63.722, 3.075,  7.870
-183.226, 63.620, 3.085,  7.903
-183.223, 63.517, 3.095,  7.936
-183.221, 63.413, 3.105,  7.969
-183.219, 63.310, 3.115,  8.002
-183.216, 63.206, 3.125,  8.035
-183.214, 63.101, 3.135,  8.068
-183.212, 62.996, 3.146,  8.101
-183.209, 62.891, 3.156,  8.134
-183.207, 62.786, 3.166,  8.167
-183.204, 62.680, 3.177,  8.200
-183.202, 62.574, 3.187,  8.233
-183.200, 62.468, 3.198,  8.266
-183.197, 62.361, 3.208,  8.299
-183.195, 62.253, 3.219,  8.332
-183.193, 62.146, 3.229,  8.365
-183.190, 62.038, 3.240,  8.398
-183.188, 61.930, 3.250,  8.431
-183.186, 61.821, 3.261,  8.464
-183.183, 61.712, 3.272,  8.497
-183.181, 61.603, 3.282,  8.530
-183.179, 61.493, 3.293,  8.563
-183.176, 61.383, 3.304,  8.596
-183.174, 61.273, 3.315,  8.629
-183.172, 61.162, 3.326,  8.662
-183.170, 61.051, 3.336,  8.695
-183.167, 60.940, 3.347,  8.728
-183.165, 60.828, 3.358,  8.761
-183.163, 60.716, 3.370,  8.794
-183.160, 60.603, 3.381,  8.827
-183.158, 60.490, 3.392,  8.860
-183.156, 60.377, 3.403,  8.893
-183.154, 60.263, 3.414,  8.926
-183.151, 60.149, 3.425,  8.959
-183.149, 60.035, 3.436,  8.992
-183.147, 59.920, 3.448,  9.025
-183.144, 59.805, 3.459,  9.058
-183.142, 59.689, 3.470,  9.091
-183.140, 59.573, 3.482,  9.124
-183.138, 59.457, 3.493,  9.157
-183.135, 59.340, 3.505,  9.190
-183.133, 59.223, 3.516,  9.223
-183.131, 59.106, 3.528,  9.256
-183.129, 58.988, 3.539,  9.289
-183.126, 58.869, 3.551,  9.322
-183.124, 58.751, 3.562,  9.355
-183.122, 58.632, 3.574,  9.388
-183.120, 58.512, 3.586,  9.421
-183.118, 58.393, 3.597,  9.454
-183.115, 58.272, 3.609,  9.487
-183.113, 58.152, 3.621,  9.520
-183.111, 58.031, 3.633,  9.553
-183.109, 57.909, 3.645,  9.586
-183.106, 57.788, 3.657,  9.619
-183.104, 57.665, 3.669,  9.652
-183.102, 57.543, 3.681,  9.685
-183.100, 57.420, 3.693,  9.718
-183.098, 57.296, 3.705,  9.751
-183.095, 57.173, 3.717,  9.784
-183.093, 57.049, 3.730,  9.817
-183.091, 56.924, 3.742,  9.850
-183.089, 56.799, 3.754,  9.883
-183.087, 56.673, 3.766,  9.916
-183.085, 56.548, 3.779,  9.949
-183.082, 56.421, 3.791,  9.982
-183.080, 56.295, 3.804, 10.015
-183.078, 56.168, 3.816, 10.048
-183.076, 56.040, 3.829, 10.081
-183.074, 55.912, 3.842, 10.114
-183.072, 55.784, 3.854, 10.147
-183.069, 55.655, 3.867, 10.180
-183.067, 55.526, 3.879, 10.213
-183.065, 55.396, 3.892, 10.246
-183.063, 55.266, 3.905, 10.279
-183.061, 55.136, 3.918, 10.312
-183.059, 55.005, 3.930, 10.345
-183.056, 54.874, 3.943, 10.378
-183.054, 54.742, 3.956, 10.411
-183.052, 54.610, 3.969, 10.444
-183.050, 54.477, 3.982, 10.477
-183.048, 54.344, 3.995, 10.510
-183.046, 54.210, 4.008, 10.543
-183.044, 54.077, 4.021, 10.576
-183.042, 53.942, 4.034, 10.609
-183.039, 53.807, 4.048, 10.642
-183.037, 53.672, 4.061, 10.675
-183.035, 53.536, 4.074, 10.708
-183.033, 53.400, 4.087, 10.741
-183.031, 53.264, 4.101, 10.774
-183.029, 53.127, 4.114, 10.807
-183.027, 52.989, 4.128, 10.840
-183.025, 52.851, 4.141, 10.873
-183.023, 52.713, 4.155, 10.906
-183.020, 52.574, 4.168, 10.939
-183.018, 52.435, 4.182, 10.972
-183.016, 52.295, 4.196, 11.005
-183.014, 52.155, 4.209, 11.038
-183.012, 52.014, 4.223, 11.071
-183.010, 51.873, 4.237, 11.104
-183.008, 51.732, 4.251, 11.137
-183.006, 51.590, 4.265, 11.170
-183.004, 51.447, 4.278, 11.203
-183.002, 51.304, 4.292, 11.236
-183.000, 51.161, 4.307, 11.269
-182.997, 51.017, 4.321, 11.302
-182.995, 50.873, 4.335, 11.335
-182.993, 50.728, 4.349, 11.368
-182.991, 50.582, 4.363, 11.401
-182.989, 50.437, 4.378, 11.434
-182.987, 50.290, 4.392, 11.467
-182.985, 50.144, 4.406, 11.500
-182.983, 49.996, 4.421, 11.533
-182.981, 49.849, 4.435, 11.566
-182.979, 49.700, 4.450, 11.599
-182.977, 49.552, 4.464, 11.632
-182.975, 49.403, 4.479, 11.665
-182.973, 49.253, 4.494, 11.698
-182.971, 49.103, 4.508, 11.731
-182.969, 48.952, 4.523, 11.764
-182.967, 48.801, 4.538, 11.797
-182.964, 48.649, 4.553, 11.830
-182.962, 48.497, 4.567, 11.863
-182.960, 48.345, 4.582, 11.896
-182.958, 48.192, 4.597, 11.929
-182.956, 48.038, 4.613, 11.962
-182.954, 47.884, 4.628, 11.995
-182.952, 47.729, 4.643, 12.028
-182.950, 47.574, 4.658, 12.061
-182.948, 47.418, 4.673, 12.094
-182.946, 47.262, 4.689, 12.127
-182.944, 47.106, 4.704, 12.160
-182.942, 46.948, 4.719, 12.193
-182.940, 46.791, 4.735, 12.226
-182.938, 46.633, 4.750, 12.259
-182.936, 46.474, 4.766, 12.292
-182.934, 46.315, 4.781, 12.325
-182.932, 46.155, 4.797, 12.358
-182.930, 45.995, 4.812, 12.391
-182.928, 45.834, 4.828, 12.424
-182.926, 45.672, 4.844, 12.457
-182.924, 45.511, 4.860, 12.490
-182.922, 45.348, 4.876, 12.523
-182.920, 45.185, 4.892, 12.556
-182.918, 45.022, 4.908, 12.589
-182.916, 44.858, 4.924, 12.622
-182.914, 44.693, 4.941, 12.655
-182.912, 44.528, 4.957, 12.688
-182.910, 44.363, 4.973, 12.721
-182.908, 44.196, 4.989, 12.754
-182.906, 44.030, 5.005, 12.787
-182.904, 43.862, 5.022, 12.820
-182.902, 43.695, 5.038, 12.853
-182.900, 43.526, 5.055, 12.886
-182.898, 43.357, 5.072, 12.919
-182.896, 43.188, 5.088, 12.952
-182.894, 43.018, 5.103, 12.985
-182.892, 42.847, 5.114, 13.018
-182.890, 42.677, 5.114, 13.051
-182.888, 42.507, 5.105, 13.084
-182.886, 42.337, 5.104, 13.117
-182.884, 42.167, 5.121, 13.150
-182.882, 41.995, 5.154, 13.183
-182.880, 41.822, 5.198, 13.216
-182.878, 41.647, 5.240, 13.249
-182.876, 41.472, 5.272, 13.282
-182.874, 41.295, 5.289, 13.315
-182.872, 41.119, 5.298, 13.348
-182.870, 40.942, 5.304, 13.381
-182.868, 40.765, 5.314, 13.414
-182.866, 40.588, 5.329, 13.447
-182.864, 40.410, 5.348, 13.480
-182.862, 40.231, 5.370, 13.513
-182.860, 40.051, 5.393, 13.546
-182.858, 39.871, 5.413, 13.579
-182.856, 39.690, 5.431, 13.612
-182.854, 39.509, 5.448, 13.645
-182.852, 39.327, 5.464, 13.678
-182.850, 39.144, 5.480, 13.711
-182.848, 38.961, 5.498, 13.744
-182.846, 38.777, 5.516, 13.777
-182.844, 38.593, 5.535, 13.810
-182.842, 38.408, 5.554, 13.843
-182.840, 38.222, 5.573, 13.876
-182.838, 38.036, 5.592, 13.909
-182.836, 37.849, 5.610, 13.942
-182.834, 37.662, 5.628, 13.975
-182.832, 37.473, 5.646, 14.008
-182.830, 37.285, 5.665, 14.041
-182.828, 37.095, 5.683, 14.074
-182.826, 36.906, 5.702, 14.107
-182.824, 36.715, 5.721, 14.140
-182.822, 36.524, 5.740, 14.173
-182.820, 36.332, 5.759, 14.206
-182.818, 36.139, 5.778, 14.239
-182.816, 35.946, 5.797, 14.272
-182.814, 35.753, 5.816, 14.305
-182.813, 35.558, 5.835, 14.338
-182.811, 35.363, 5.854, 14.371
-182.809, 35.167, 5.874, 14.404
-182.807, 34.971, 5.893, 14.437
-182.805, 34.774, 5.912, 14.470
-182.803, 34.577, 5.932, 14.503
-182.801, 34.378, 5.952, 14.536
-182.799, 34.179, 5.972, 14.569
-182.797, 33.980, 5.991, 14.602
-182.795, 33.779, 6.011, 14.635
-182.793, 33.579, 6.030, 14.668
-182.791, 33.377, 6.050, 14.701
-182.789, 33.175, 6.070, 14.734
-182.787, 32.972, 6.090, 14.767
-182.785, 32.768, 6.111, 14.800
-182.783, 32.564, 6.131, 14.833
-182.781, 32.359, 6.151, 14.866
-182.779, 32.154, 6.171, 14.899
-182.777, 31.947, 6.191, 14.932
-182.775, 31.740, 6.212, 14.965
-182.773, 31.533, 6.232, 14.998
-182.771, 31.324, 6.253, 15.031
-182.769, 31.115, 6.274, 15.064
-182.767, 30.906, 6.294, 15.097
-182.765, 30.695, 6.315, 15.130
-182.763, 30.484, 6.336, 15.163
-182.761, 30.272, 6.356, 15.196
-182.759, 30.060, 6.377, 15.229
-182.757, 29.847, 6.398, 15.262
-182.755, 29.633, 6.420, 15.295
-182.753, 29.418, 6.441, 15.328
-182.751, 29.203, 6.462, 15.361
-182.749, 28.987, 6.484, 15.394
-182.747, 28.770, 6.505, 15.427
-182.745, 28.553, 6.526, 15.460
-182.743, 28.335, 6.548, 15.493
-182.741, 28.116, 6.569, 15.526
-182.739, 27.896, 6.591, 15.559
-182.737, 27.676, 6.613, 15.592
-182.735, 27.455, 6.635, 15.625
-182.733, 27.233, 6.657, 15.658
-182.731, 27.011, 6.679, 15.691
-182.729, 26.787, 6.701, 15.724
-182.727, 26.564, 6.723, 15.757
-182.725, 26.339, 6.745, 15.790
-182.723, 26.113, 6.767, 15.823
-182.721, 25.887, 6.789, 15.856
-182.719, 25.660, 6.811, 15.889
-182.717, 25.433, 6.833, 15.922
-182.715, 25.204, 6.856, 15.955
-182.713, 24.975, 6.879, 15.988
-182.711, 24.745, 6.902, 16.021
-182.709, 24.514, 6.924, 16.054
-182.707, 24.283, 6.947, 16.087
-182.705, 24.051, 6.970, 16.120
-182.703, 23.818, 6.993, 16.153
-182.701, 23.584, 7.015, 16.186
-182.699, 23.350, 7.038, 16.219
-182.697, 23.115, 7.062, 16.252
-182.695, 22.878, 7.085, 16.285
-182.692, 22.642, 7.109, 16.318
-182.690, 22.404, 7.132, 16.351
-182.688, 22.166, 7.155, 16.384
-182.686, 21.927, 7.179, 16.417
-182.684, 21.687, 7.203, 16.450
-182.682, 21.446, 7.226, 16.483
-182.680, 21.204, 7.250, 16.516
-182.678, 20.962, 7.274, 16.549
-182.676, 20.719, 7.298, 16.582
-182.674, 20.475, 7.322, 16.615
-182.672, 20.230, 7.346, 16.648
-182.670, 19.985, 7.370, 16.681
-182.668, 19.739, 7.395, 16.714
-182.666, 19.492, 7.419, 16.747
-182.664, 19.244, 7.443, 16.780
-182.662, 18.995, 7.468, 16.813
-182.660, 18.745, 7.492, 16.846
-182.657, 18.495, 7.516, 16.879
-182.655, 18.244, 7.541, 16.912
-182.653, 17.992, 7.566, 16.945
-182.651, 17.739, 7.591, 16.978
-182.649, 17.485, 7.616, 17.011
-182.647, 17.231, 7.640, 17.044
-182.645, 16.975, 7.665, 17.077
-182.643, 16.719, 7.690, 17.110
-182.641, 16.462, 7.716, 17.143
-182.639, 16.205, 7.741, 17.176
-182.637, 15.946, 7.766, 17.209
-182.634, 15.686, 7.792, 17.242
-182.632, 15.426, 7.817, 17.275
-182.630, 15.165, 7.843, 17.308
-182.628, 14.903, 7.869, 17.341
-182.626, 14.640, 7.894, 17.374
-182.624, 14.376, 7.920, 17.407
-182.622, 14.111, 7.946, 17.440
-182.620, 13.846, 7.972, 17.473
-182.617, 13.579, 7.999, 17.506
-182.615, 13.312, 8.025, 17.539
-182.613, 13.044, 8.051, 17.572
-182.611, 12.775, 8.077, 17.605
-182.609, 12.505, 8.104, 17.638
-182.607, 12.234, 8.130, 17.671
-182.605, 11.963, 8.157, 17.704
-182.602, 11.690, 8.184, 17.737
-182.600, 11.416, 8.211, 17.770
-182.598, 11.142, 8.238, 17.803
-182.596, 10.867, 8.265, 17.836
-182.594, 10.591, 8.292, 17.869
-182.591, 10.314, 8.319, 17.902
-182.589, 10.036, 8.347, 17.935
-182.587, 9.757, 8.374, 17.968
-182.585, 9.477, 8.401, 18.001
-182.583, 9.196, 8.429, 18.034
-182.581, 8.915, 8.456, 18.067
-182.578, 8.632, 8.484, 18.100
-182.576, 8.348, 8.512, 18.133
-182.574, 8.064, 8.540, 18.166
-182.572, 7.779, 8.568, 18.199
-182.569, 7.492, 8.596, 18.232
-182.567, 7.205, 8.624, 18.265
-182.565, 6.917, 8.653, 18.298
-182.563, 6.628, 8.681, 18.331
-182.560, 6.338, 8.709, 18.364
-182.558, 6.047, 8.738, 18.397
-182.556, 5.755, 8.767, 18.430
-182.554, 5.462, 8.795, 18.463
-182.551, 5.168, 8.825, 18.496
-182.549, 4.873, 8.854, 18.529
-182.547, 4.577, 8.883, 18.562
-182.545, 4.280, 8.912, 18.595
-182.542, 3.982, 8.941, 18.628
-182.540, 3.684, 8.970, 18.661
-182.538, 3.384, 9.000, 18.694
-182.535, 3.083, 9.029, 18.727
-182.533, 2.781, 9.059, 18.760
-182.531, 2.479, 9.089, 18.793
-182.529, 2.175, 9.119, 18.826
-182.526, 1.870, 9.149, 18.859
-182.524, 1.565, 9.179, 18.892
-182.522, 1.258, 9.209, 18.925
-182.519, 0.950, 9.239, 18.958
-182.517, 0.641, 9.270, 18.991
-182.515, 0.332, 9.300, 19.024
-182.512, 0.021, 9.330, 19.057
-182.510, -0.291, 9.361, 19.090
-182.507, -0.604, 9.392, 19.123
-182.505, -0.917, 9.423, 19.156
-182.503, -1.232, 9.454, 19.189
-182.500, -1.548, 9.485, 19.222
-182.498, -1.865, 9.516, 19.255
-182.496, -2.183, 9.547, 19.288
-182.493, -2.502, 9.579, 19.321
-182.491, -2.822, 9.610, 19.354
-182.488, -3.143, 9.642, 19.387
-182.486, -3.466, 9.673, 19.420
-182.483, -3.789, 9.705, 19.453
-182.481, -4.113, 9.737, 19.486
-182.479, -4.438, 9.769, 19.519
-182.476, -4.765, 9.801, 19.552
-182.474, -5.092, 9.833, 19.585
-182.471, -5.421, 9.866, 19.618
-182.469, -5.751, 9.898, 19.651
-182.466, -6.081, 9.931, 19.684
-182.464, -6.413, 9.963, 19.717
-182.461, -6.746, 9.996, 19.750
-182.459, -7.080, 10.029, 19.783
-182.456, -7.415, 10.062, 19.816
-182.454, -7.752, 10.095, 19.849
-182.451, -8.089, 10.128, 19.882
-182.449, -8.427, 10.162, 19.915
-182.446, -8.767, 10.195, 19.948
-182.444, -9.108, 10.229, 19.981
-182.441, -9.449, 10.262, 20.014
-182.439, -9.792, 10.296, 20.047
-182.436, -10.136, 10.330, 20.080
-182.433, -10.482, 10.364, 20.113
-182.431, -10.828, 10.398, 20.146
-182.428, -11.175, 10.432, 20.179
-182.426, -11.524, 10.466, 20.212
-182.423, -11.874, 10.501, 20.245
-182.420, -12.225, 10.535, 20.278
-182.418, -12.577, 10.570, 20.311
-182.415, -12.930, 10.605, 20.344
-182.413, -13.284, 10.640, 20.377
-182.410, -13.640, 10.675, 20.410
-182.407, -13.996, 10.710, 20.443
-182.405, -14.354, 10.745, 20.476
-182.402, -14.713, 10.781, 20.509
-182.399, -15.074, 10.816, 20.542
-182.397, -15.435, 10.851, 20.575
-182.394, -15.798, 10.887, 20.608
-182.391, -16.161, 10.923, 20.641
-182.389, -16.526, 10.959, 20.674
-182.386, -16.893, 10.995, 20.707
-182.383, -17.260, 11.031, 20.740
-182.380, -17.629, 11.068, 20.773
-182.378, -17.999, 11.104, 20.806
-182.375, -18.370, 11.140, 20.839
-182.372, -18.742, 11.177, 20.872
-182.369, -19.115, 11.213, 20.905
-182.367, -19.490, 11.250, 20.938
-182.364, -19.866, 11.288, 20.971
-182.361, -20.243, 11.325, 21.004
-182.358, -20.622, 11.362, 21.037
-182.355, -21.001, 11.400, 21.070
-182.353, -21.382, 11.437, 21.103
-182.350, -21.764, 11.475, 21.136
-182.347, -22.148, 11.512, 21.169
-182.344, -22.533, 11.551, 21.202
-182.341, -22.919, 11.589, 21.235
-182.338, -23.306, 11.627, 21.268
-182.335, -23.694, 11.666, 21.301
-182.332, -24.084, 11.704, 21.334
-182.330, -24.475, 11.743, 21.367
-182.327, -24.868, 11.781, 21.400
-182.324, -25.261, 11.820, 21.433
-182.321, -25.656, 11.859, 21.466
-182.318, -26.053, 11.898, 21.499
-182.315, -26.450, 11.938, 21.532
-182.312, -26.849, 11.977, 21.565
-182.309, -27.249, 12.016, 21.598
-182.306, -27.651, 12.056, 21.631
-182.303, -28.054, 12.096, 21.664
-182.300, -28.458, 12.136, 21.697
-182.297, -28.863, 12.176, 21.730
-182.294, -29.270, 12.216, 21.763
-182.291, -29.679, 12.256, 21.796
-182.288, -30.088, 12.297, 21.829
-182.285, -30.499, 12.337, 21.862
-182.281, -30.911, 12.378, 21.895
-182.278, -31.325, 12.419, 21.928
-182.275, -31.740, 12.460, 21.961
-182.272, -32.156, 12.501, 21.994
-182.269, -32.574, 12.543, 22.027
-182.266, -32.993, 12.584, 22.060
-182.263, -33.414, 12.626, 22.093
-182.259, -33.836, 12.667, 22.126
-182.256, -34.259, 12.709, 22.159
-182.253, -34.684, 12.751, 22.192
-182.250, -35.110, 12.793, 22.225
-182.247, -35.537, 12.835, 22.258
-182.243, -35.966, 12.878, 22.291
-182.240, -36.396, 12.920, 22.324
-182.237, -36.828, 12.963, 22.357
-182.234, -37.261, 13.005, 22.390
-182.230, -37.696, 13.048, 22.423
-182.227, -38.132, 13.092, 22.456
-182.224, -38.569, 13.135, 22.489
-182.220, -39.008, 13.178, 22.522
-182.217, -39.449, 13.222, 22.555
-182.214, -39.891, 13.265, 22.588
-182.210, -40.334, 13.309, 22.621
-182.207, -40.779, 13.353, 22.654
-182.203, -41.225, 13.397, 22.687
-182.200, -41.672, 13.441, 22.720
-182.197, -42.122, 13.486, 22.753
-182.193, -42.572, 13.530, 22.786
-182.190, -43.024, 13.575, 22.819
-182.186, -43.478, 13.620, 22.852
-182.183, -43.933, 13.665, 22.885
-182.179, -44.390, 13.710, 22.918
-182.176, -44.848, 13.755, 22.951
-182.172, -45.308, 13.801, 22.984
-182.169, -45.769, 13.846, 23.017
